sentence,label,sentiment,text_length,word_count,sensitivity_level,sensitivity_label
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006,2,Positive,197,41,1,Internal
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan,1,Neutral,73,14,3,Restricted
"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year",2,Positive,156,31,1,Internal
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008",0,Negative,109,20,2,Confidential
"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels",1,Neutral,146,26,1,Internal
Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares,1,Neutral,123,18,0,Public
The acquisition price was not disclosed,1,Neutral,39,6,3,Restricted
Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date,1,Neutral,225,38,0,Public
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007,0,Negative,87,17,2,Confidential
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months",2,Positive,111,23,1,Internal
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares",1,Neutral,127,20,0,Public
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan,1,Neutral,73,14,3,Restricted
Total operating revenue grew by 27.6 % year-on-year to EUR61m,2,Positive,61,10,1,Internal
The acquisition will have an immediate positive impact on Aspocomp 's financial result,2,Positive,86,13,3,Restricted
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar",1,Neutral,141,23,3,Restricted
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status :",1,Neutral,206,34,3,Restricted
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005",2,Positive,166,30,1,Internal
The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007,1,Neutral,215,38,2,Confidential
Satama and Trainers ' House will remain as names and independent brands of the business areas,1,Neutral,93,16,0,Public
"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market",1,Neutral,83,15,1,Internal
The financial details of the acquisition were not disclosed,1,Neutral,59,9,3,Restricted
Return on investment was 16.6 % compared to 15.8 % in 2004,2,Positive,58,12,1,Internal
The company did not distribute a dividend in 2005,1,Neutral,49,9,1,Internal
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year",2,Positive,95,19,1,Internal
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006",2,Positive,103,19,1,Internal
Basware finances the acquisition with a bank loan,1,Neutral,49,8,3,Restricted
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status :",1,Neutral,206,34,3,Restricted
"The order includes a new Crecent former , headbox , and reel",1,Neutral,60,12,0,Public
"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage",1,Neutral,215,35,2,Confidential
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors",0,Negative,191,36,3,Restricted
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006,0,Negative,111,23,2,Confidential
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008",0,Negative,119,23,2,Confidential
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions",1,Neutral,110,16,3,Restricted
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc.",1,Neutral,204,39,0,Public
"Tieto 's service is also used to send , process and receive materials related to absentee voting",1,Neutral,96,17,0,Public
"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries",1,Neutral,162,23,0,Public
Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010,1,Neutral,187,27,0,Public
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH",1,Neutral,273,45,3,Restricted
The bond has a value of EUR150m and a maturity of 4 years,1,Neutral,57,13,1,Internal
The company expects net sales to significantly increase from 2009,2,Positive,65,10,1,Internal
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007,1,Neutral,104,18,2,Confidential
COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News,1,Neutral,84,14,0,Public
Sales in Finland rose by 3.9 % and international growth was 0.7 %,2,Positive,65,13,1,Internal
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share",2,Positive,195,39,1,Internal
Operating profit for 2009 lower than outlook published earlier,0,Negative,62,9,2,Confidential
` By separating side businesses we will be able to faster expand and develop Tapro retail network,2,Positive,97,17,0,Public
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million,0,Negative,90,18,2,Confidential
The financial details of the transaction were not disclosed,1,Neutral,59,9,1,Internal
"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year",2,Positive,139,26,0,Public
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008,2,Positive,70,15,0,Public
Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board,1,Neutral,109,18,2,Confidential
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010",1,Neutral,212,38,0,Public
"`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said",1,Neutral,138,24,0,Public
"The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent",1,Neutral,148,28,1,Internal
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today",1,Neutral,218,35,3,Restricted
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters",2,Positive,134,24,1,Internal
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42,0,Negative,68,14,2,Confidential
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005",0,Negative,180,31,2,Confidential
The financial details of the acquisition were not disclosed,1,Neutral,59,9,3,Restricted
This resulted in improved sales figures in Sweden,2,Positive,49,8,1,Internal
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009",2,Positive,138,31,3,Restricted
The financial details of the acquisition were not disclosed,1,Neutral,59,9,3,Restricted
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said",2,Positive,100,15,1,Internal
"Tiimari 's registered share capital is 16,474,755 shares as per today",1,Neutral,69,11,0,Public
"` Sanoma is a buyer not a target , ' he said",1,Neutral,44,12,0,Public
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co.",1,Neutral,90,17,3,Restricted
No financial details were disclosed,1,Neutral,35,5,0,Public
A merger between UPM and Finnish-Swedish Stora Enso is not likely either,1,Neutral,72,12,3,Restricted
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006,2,Positive,87,16,1,Internal
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008",0,Negative,116,27,2,Confidential
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008,2,Positive,107,20,1,Internal
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan",0,Negative,128,21,3,Restricted
"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000",1,Neutral,96,17,0,Public
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct",0,Negative,188,34,3,Restricted
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country,1,Neutral,142,21,0,Public
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH",1,Neutral,273,45,3,Restricted
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3",2,Positive,199,42,2,Confidential
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation",1,Neutral,135,18,3,Restricted
Basware finances the acquisition with a bank loan,1,Neutral,49,8,3,Restricted
